@relation mushroom-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1

@attribute Edibility {p,e}
@attribute CapShape {x,b,s,f,k,c}
@attribute CapSurface {s,y,f,g}
@attribute CapColor {n,y,w,g,e,p,b,u,c,r}
@attribute Bruises {t,f}
@attribute Odor {p,a,l,n,f,c,y,s,m}
@attribute GillAttachment {f,a}
@attribute GillSpacing {c,w}
@attribute GillSize {n,b}
@attribute GillColor {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute StalkShape {e,t}
@attribute StalkSurfaceAboveRing {s,f,k,y}
@attribute StalkSurfaceBelowRing {s,f,y,k}
@attribute StalkColorAboveRing {w,g,p,n,b,e,o,c,y}
@attribute StalkColorBelowRing {w,p,g,b,n,e,y,o,c}
@attribute VeilType {p}
@attribute VeilColor {w,n,o,y}
@attribute RingNumber {o,t,n}
@attribute RingType {p,e,l,f,n}
@attribute SporePrintColor {k,n,u,h,w,r,o,y,b}
@attribute Population {s,n,a,v,y,c}
@attribute Habitat {u,g,m,d,p,w,l}

@data
e,x,f,n,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g
e,b,s,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
e,f,f,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,a,g
e,b,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g
e,b,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
p,f,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,v,g
e,x,f,g,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,s,g
e,f,y,y,t,a,f,c,b,p,e,s,y,w,w,p,w,o,p,n,s,g
e,f,s,g,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g
e,b,y,y,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,k,n,g
e,x,f,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,a,g
e,f,f,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,a,g
e,f,s,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,s,g
e,f,f,g,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,s,g
e,f,f,n,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,s,g
e,b,s,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,k,s,g
e,x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,n,s,g
e,f,f,g,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,s,g
e,x,s,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,a,g
e,b,y,y,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
e,f,f,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g
e,x,y,w,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,n,s,g
e,f,f,w,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,s,g
e,x,y,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
e,x,s,w,t,l,f,c,b,k,e,s,s,w,w,p,w,o,p,n,n,g
e,x,f,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,s,g
e,f,f,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,s,g
p,f,y,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,a,g
p,f,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,s,g
e,f,s,w,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,a,g
e,f,f,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,a,g
e,f,s,w,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,s,g
e,x,f,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,a,g
e,f,s,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,n,a,g
e,f,f,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,k,s,g
e,f,s,n,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,a,g
e,f,s,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,n,s,g
p,x,y,n,t,p,f,c,n,p,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,g,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,k,a,g
p,f,y,w,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,n,s,g
e,f,s,n,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,s,g
e,f,f,w,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,a,g
e,b,y,y,t,a,f,c,b,w,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,s,g
e,x,f,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,s,g
e,f,f,g,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,k,s,g
e,f,f,n,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,n,t,f,f,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g
p,f,y,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,s,g
e,f,f,w,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,n,t,s,f,w,w,p,w,o,e,k,a,g
e,x,s,n,f,n,f,w,b,h,t,s,s,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,s,g
e,f,f,w,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,p,t,s,s,w,w,p,w,o,e,n,s,g
p,x,y,n,t,p,f,c,n,k,e,s,s,w,w,p,w,o,p,k,s,g
e,b,s,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,n,n,g
e,x,f,g,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,a,g
e,f,f,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,s,g
e,x,f,n,f,n,f,w,b,h,t,s,f,w,w,p,w,o,e,n,a,g
p,f,s,n,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g
p,f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,g,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,s,g
e,x,f,w,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g
p,f,s,w,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,n,a,g
e,x,s,w,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,g
e,f,f,g,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,s,g
e,x,s,w,f,n,f,w,b,h,t,f,s,w,w,p,w,o,e,n,a,g
e,f,f,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,n,t,f,s,w,w,p,w,o,e,k,s,g
e,x,s,n,f,n,f,w,b,k,t,s,f,w,w,p,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,s,g
e,f,s,n,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,p,t,f,s,w,w,p,w,o,e,n,s,g
p,f,s,n,t,p,f,c,n,w,e,s,s,w,w,p,w,o,p,n,v,g
e,x,s,n,f,n,f,w,b,h,t,f,f,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,f,s,w,w,p,w,o,e,n,a,g
e,x,s,y,t,a,f,c,b,g,e,s,s,w,w,p,w,o,p,k,s,g
e,f,f,n,f,n,f,w,b,k,t,f,f,w,w,p,w,o,e,k,s,g
e,x,s,g,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,k,s,g
p,x,s,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,k,v,g
e,f,s,n,f,n,f,w,b,p,t,s,f,w,w,p,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,k,t,s,s,w,w,p,w,o,e,k,a,g
p,x,y,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g
p,x,f,g,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,v,g
p,x,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g
p,x,f,g,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,y,g
p,f,f,g,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,y,g
p,f,y,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,y,g
p,f,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,v,g
p,x,y,g,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,v,g
e,b,y,w,t,l,f,c,b,n,e,s,s,w,w,p,w,o,p,k,s,g
p,x,f,g,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g
p,x,f,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g
p,f,f,g,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g
p,f,f,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,g,e,k,k,n,n,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,p,e,k,k,p,b,p,w,o,l,h,y,g
p,f,f,g,f,f,f,c,b,h,e,k,k,n,b,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,g,e,k,k,n,p,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,p,e,k,k,n,p,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,b,h,e,k,k,b,b,p,w,o,l,h,y,g
p,x,y,y,f,f,f,c,b,g,e,k,k,p,b,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g
p,f,f,y,f,f,f,c,b,h,e,k,k,n,n,p,w,o,l,h,v,g
p,x,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,p,e,k,k,b,b,p,w,o,l,h,v,g
p,x,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g
p,x,y,g,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,v,g
p,f,y,g,f,f,f,c,b,g,e,k,k,p,n,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,p,e,k,k,b,p,p,w,o,l,h,y,g
p,f,f,y,f,f,f,c,b,p,e,k,k,n,b,p,w,o,l,h,y,g
p,x,s,w,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,v,g
e,b,y,y,t,a,f,c,b,n,e,s,s,w,w,p,w,o,p,n,s,g
p,f,f,y,f,f,f,c,b,h,e,k,k,b,p,p,w,o,l,h,v,g
p,f,y,p,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
p,f,y,y,f,f,f,c,b,g,e,k,k,b,p,p,w,o,l,h,y,g
p,f,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,v,g
p,x,y,y,f,f,f,c,b,h,e,k,k,p,p,p,w,o,l,h,y,g
e,b,y,w,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,k,n,g
p,x,s,b,t,f,f,c,b,w,t,s,s,w,w,p,w,o,p,h,s,g
p,b,y,w,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
p,x,s,g,t,f,f,c,b,h,t,f,s,w,w,p,w,o,p,h,v,g
p,x,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,v,g
p,f,s,g,t,f,f,c,b,p,t,f,f,w,w,p,w,o,p,h,s,g
p,f,y,p,t,n,f,c,b,r,e,s,s,w,w,p,w,t,p,r,v,g
p,x,s,w,t,f,f,c,b,p,t,f,s,w,w,p,w,o,p,h,s,g
e,x,f,g,f,n,f,w,b,p,t,f,f,w,w,p,w,o,e,k,s,g
p,f,f,g,f,f,f,c,b,p,e,k,k,p,p,p,w,o,l,h,v,g
p,f,s,b,t,f,f,c,b,h,t,f,f,w,w,p,w,o,p,h,s,g
p,f,y,y,f,f,f,c,b,h,e,k,k,p,b,p,w,o,l,h,v,g
p,x,y,w,t,p,f,c,n,n,e,s,s,w,w,p,w,o,p,n,v,g
p,x,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,v,g
p,b,s,w,t,n,f,c,b,g,e,s,s,w,w,p,w,t,p,r,v,g
p,x,y,y,f,f,f,c,b,h,e,k,k,p,n,p,w,o,l,h,v,g
p,f,s,b,t,f,f,c,b,w,t,f,s,w,w,p,w,o,p,h,s,g
p,f,s,b,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g
p,f,s,g,t,f,f,c,b,p,t,s,f,w,w,p,w,o,p,h,s,g
e,x,y,n,t,l,f,c,b,n,e,s,y,w,w,p,w,o,p,k,y,g
e,b,y,y,t,l,f,c,b,g,e,s,s,w,w,p,w,o,p,n,s,g
p,x,s,w,t,f,f,c,b,w,t,s,f,w,w,p,w,o,p,h,s,g
p,f,y,y,f,f,f,c,b,g,e,k,k,p,p,p,w,o,l,h,y,g
e,b,y,w,t,a,f,c,b,k,e,s,s,w,w,p,w,o,p,n,s,g
p,f,s,w,t,f,f,c,b,h,t,s,s,w,w,p,w,o,p,h,v,g
p,f,s,b,t,f,f,c,b,h,t,s,f,w,w,p,w,o,p,h,v,g
e,f,f,g,f,n,f,w,b,n,t,s,s,w,w,p,w,o,e,n,a,g
e,k,f,w,f,n,f,w,b,g,e,k,s,w,w,p,w,t,p,w,s,g
e,k,f,g,f,n,f,w,b,g,e,k,k,w,w,p,w,t,p,w,s,g
e,k,f,g,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,s,g
e,b,s,w,f,n,f,w,b,w,e,s,k,w,w,p,w,t,p,w,n,g
e,k,s,w,f,n,f,w,b,g,e,k,k,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,w,b,g,e,s,s,w,w,p,w,t,p,w,s,g
e,b,f,w,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,n,g
e,b,f,g,f,n,f,w,b,g,e,k,s,w,w,p,w,t,p,w,s,g
e,x,s,g,f,n,f,w,b,w,e,s,k,w,w,p,w,t,p,w,n,g
e,x,s,g,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,n,g
e,k,s,g,f,n,f,w,b,w,e,s,s,w,w,p,w,t,p,w,n,g
e,b,f,w,f,n,f,w,b,g,e,s,s,w,w,p,w,t,p,w,s,g
e,k,s,g,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,w,b,w,e,k,s,w,w,p,w,t,p,w,s,g
e,b,f,g,f,n,f,w,b,w,e,k,k,w,w,p,w,t,p,w,s,g
e,x,s,w,f,n,f,w,b,p,e,s,k,w,w,p,w,t,p,w,n,g
e,x,s,w,f,n,f,w,b,g,e,s,s,w,w,p,w,t,p,w,s,g
e,k,f,g,f,n,f,w,b,p,e,k,k,w,w,p,w,t,p,w,s,g
e,b,s,g,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,s,g
e,b,f,g,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,s,g
e,k,s,w,f,n,f,w,b,p,e,k,s,w,w,p,w,t,p,w,n,g
e,b,s,w,f,n,f,w,b,w,e,k,k,w,w,p,w,t,p,w,n,g
e,b,f,g,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,w,b,w,e,k,k,w,w,p,w,t,p,w,n,g
e,x,s,g,f,n,f,w,b,g,e,k,k,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,w,b,w,e,k,k,w,w,p,w,t,p,w,s,g
e,b,f,w,f,n,f,w,b,g,e,k,s,w,w,p,w,t,p,w,n,g
e,x,f,g,f,n,f,w,b,g,e,s,s,w,w,p,w,t,p,w,n,g
e,k,f,w,f,n,f,w,b,g,e,s,k,w,w,p,w,t,p,w,s,g
e,f,f,n,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d
e,x,y,e,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,k,y,d
e,f,f,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d
e,f,f,n,t,n,f,c,b,u,t,s,s,p,w,p,w,o,p,n,v,d
e,x,y,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,v,d
e,x,y,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,n,y,d
e,f,f,e,t,n,f,c,b,n,t,s,s,w,g,p,w,o,p,n,v,d
e,f,f,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,y,d
e,x,f,e,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,k,y,d
e,f,f,g,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,p,t,s,s,g,g,p,w,o,p,n,v,d
e,x,y,g,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d
e,x,y,n,t,n,f,c,b,w,t,s,s,p,p,p,w,o,p,n,y,d
e,f,f,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,k,v,d
e,x,y,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d
e,f,f,n,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
e,x,f,n,t,n,f,c,b,w,t,s,s,w,w,p,w,o,p,n,v,d
e,x,f,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d
e,x,f,e,t,n,f,c,b,u,t,s,s,g,w,p,w,o,p,n,y,d
e,x,f,e,t,n,f,c,b,p,t,s,s,p,p,p,w,o,p,n,y,d
e,x,y,e,t,n,f,c,b,p,t,s,s,p,g,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,w,t,s,s,w,g,p,w,o,p,k,y,d
e,x,y,n,t,n,f,c,b,u,t,s,s,w,w,p,w,o,p,k,y,d
e,x,y,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,n,v,d
e,f,f,n,t,n,f,c,b,w,t,s,s,p,w,p,w,o,p,n,v,d
e,f,f,n,t,n,f,c,b,n,t,s,s,w,p,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,n,y,d
p,x,f,w,f,c,f,w,n,g,e,s,s,w,w,p,w,o,p,n,s,d
e,x,y,e,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,v,d
e,x,y,g,t,n,f,c,b,n,t,s,s,g,g,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,p,t,s,s,w,p,p,w,o,p,n,y,d
e,x,f,g,t,n,f,c,b,u,t,s,s,p,g,p,w,o,p,k,y,d
e,x,y,n,t,n,f,c,b,w,t,s,s,g,p,p,w,o,p,k,y,d
p,x,s,p,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,k,s,d
e,x,y,n,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,p,t,s,s,g,w,p,w,o,p,n,v,d
p,x,f,w,f,c,f,w,n,u,e,s,s,w,w,p,w,o,p,n,v,d
e,x,f,g,t,n,f,c,b,n,t,s,s,p,w,p,w,o,p,n,v,d
e,x,y,e,t,n,f,c,b,u,t,s,s,p,p,p,w,o,p,k,v,d
e,x,f,g,t,n,f,c,b,u,t,s,s,g,p,p,w,o,p,k,y,d
e,x,y,n,t,n,f,c,b,w,t,s,s,g,g,p,w,o,p,k,v,d
e,x,y,e,t,n,f,c,b,p,t,s,s,w,w,p,w,o,p,n,y,d
